Номер;Тип;Модель;Типоразмер;Диаметр ММ;Производительность м3/ч;Давление(па);Мощность(ВТ);Уровень шума;Цена в рублях
24701;УВО;УВО 35-200-063-3;УВО 35-200-063;630;2787 - 12451;637 - 2496;1500;65;221 400
24702;ВО;ВО 30-160-050-5;ВО 30-160-050;500;2990 - 14674;614 - 3018;3000;69;227 400
24703;ВКОП;ВКОП 56-355-140-4;ВКОП 56-355-140;1120;2071 - 25884;117 - 1087;550;68;160 400
24704;ВЦ;ВЦ 56-355-140-1;ВЦ 56-355-140;1120;2573 - 3602;283 - 761;750;79;250 200
24705;ВР;ВР 35-200-063-2;ВР 35-200-063;630;2672 - 3499;125 - 1522;7500;74;161 100
24706;УВО;УВО 35-200-063-5;УВО 35-200-063;630;1119 - 7813;176 - 2946;2200;83;65 500
24707;УВО;УВО 30-160-040-1;УВО 30-160-040;400;914 - 18709;112 - 2231;1100;101;324 500
24708;УВО;УВО 30-160-050-4;УВО 30-160-050;500;1427 - 12855;103 - 1164;7500;63;75 000
24709;ВЦ;ВЦ 40-250-080-5;ВЦ 40-250-080;800;2627 - 5353;247 - 1460;2200;95;65 600
24710;ВЦ;ВЦ 50-315-125-1;ВЦ 50-315-125;1000;1772 - 13635;445 - 759;550;67;303 400
24711;ВР;ВР 40-250-080-2;ВР 40-250-080;800;1890 - 18282;224 - 1141;1100;62;272 500
24712;УВО;УВО 45-280-100-4;УВО 45-280-100;900;2232 - 7618;532 - 1968;7500;72;332 300
24713;ВЦ;ВЦ 40-250-080-5;ВЦ 40-250-080;800;2637 - 25735;537 - 3484;250;88;154 100
24714;Ц;Ц 35-200-063-2;Ц 35-200-063;630;618 - 18727;56 - 3084;15000;92;152 000
24715;ВКОП;ВКОП 40-250-080-5;ВКОП 40-250-080;800;2268 - 7184;244 - 3245;3000;96;239 800
24716;ВО;ВО 50-315-125-3;ВО 50-315-125;1000;747 - 23525;69 - 1468;2200;85;308 400
24717;ВКОП;ВКОП 40-250-080-2;ВКОП 40-250-080;800;3938 - 16182;215 - 1887;3000;80;248 600
24718;ВР;ВР 30-160-050-5;ВР 30-160-050;500;3891 - 29191;592 - 672;1500;75;65 100
24719;ВО;ВО 40-250-080-1;ВО 40-250-080;800;236 - 27385;56 - 1206;7500;87;55 600
24720;Ц;Ц 35-200-063-1;Ц 35-200-063;630;208 - 1461;139 - 2498;11000;99;224 000
24721;ВКОП;ВКОП 30-160-040-5;ВКОП 30-160-040;400;3492 - 30093;611 - 3716;3000;70;252 200
24722;ВР;ВР 56-355-140-4;ВР 56-355-140;1120;787 - 16022;144 - 1904;3000;82;113 100
24723;ВКОП;ВКОП 35-200-063-5;ВКОП 35-200-063;630;1202 - 26694;381 - 1507;370;83;305 700
24724;Ц;Ц 30-160-050-2;Ц 30-160-050;500;2572 - 19321;306 - 1114;1100;110;287 900
24725;ВР;ВР 30-160-050-3;ВР 30-160-050;500;2415 - 22189;138 - 2745;5500;105;210 600
24726;УВО;УВО 40-250-080-3;УВО 40-250-080;800;1955 - 13137;131 - 2533;4000;78;266 900
24727;Ц;Ц 56-355-140-3;Ц 56-355-140;1120;1751 - 9173;152 - 1823;250;110;151 800
24728;ВО;ВО 50-315-125-5;ВО 50-315-125;1000;2910 - 21559;563 - 3026;1100;102;325 400
24729;УВО;УВО 40-250-080-5;УВО 40-250-080;800;3592 - 24135;350 - 830;11000;91;111 200
24730;ВЦ;ВЦ 56-355-140-2;ВЦ 56-355-140;1120;3033 - 26651;404 - 1001;4000;95;117 100
24731;УВО;УВО 30-160-040-5;УВО 30-160-040;400;858 - 8393;139 - 1467;750;102;64 900
24732;Ц;Ц 30-160-050-3;Ц 30-160-050;500;810 - 2609;51 - 2776;550;109;315 800
24733;УВО;УВО 30-160-040-3;УВО 30-160-040;400;862 - 23324;464 - 2864;11000;95;68 700
24734;УВО;УВО 40-250-080-5;УВО 40-250-080;800;909 - 11761;282 - 1402;2200;91;45 200
24735;УВО;УВО 45-280-100-4;УВО 45-280-100;900;3809 - 25971;556 - 3672;1500;101;64 300
24736;ВЦ;ВЦ 30-160-040-4;ВЦ 30-160-040;400;475 - 9141;160 - 2874;550;67;285 800
24737;УВО;УВО 45-280-100-5;УВО 45-280-100;900;3141 - 20690;128 - 1957;7500;71;250 600
24738;ВЦ;ВЦ 40-250-080-5;ВЦ 40-250-080;800;2280 - 18392;314 - 3461;550;70;168 900
24739;ВО;ВО 45-280-100-3;ВО 45-280-100;900;1447 - 12158;449 - 779;370;89;211 100
24740;ВР;ВР 45-280-100-3;ВР 45-280-100;900;3980 - 28881;509 - 834;7500;65;276 200
24741;ВКОП;ВКОП 35-200-063-5;ВКОП 35-200-063;630;1248 - 22838;356 - 3068;7500;64;235 500
24742;ВО;ВО 40-250-080-1;ВО 40-250-080;800;1255 - 12729;113 - 2978;7500;101;329 000
24743;ВО;ВО 30-160-040-2;ВО 30-160-040;400;819 - 4421;579 - 1078;11000;84;293 100
24744;ВКОП;ВКОП 35-200-063-5;ВКОП 35-200-063;630;625 - 12906;442 - 936;250;63;300 100
24745;ВО;ВО 40-250-080-1;ВО 40-250-080;800;2110 - 15085;564 - 3408;1500;64;265 600
24746;ВР;ВР 50-315-125-1;ВР 50-315-125;1000;2824 - 30814;475 - 1704;250;63;221 400
24747;УВО;УВО 56-355-140-3;УВО 56-355-140;1120;1405 - 13277;145 - 3157;15000;68;308 500
24748;ВО;ВО 40-250-080-2;ВО 40-250-080;800;2747 - 11818;203 - 2445;5500;94;84 500
24749;ВКОП;ВКОП 56-355-140-4;ВКОП 56-355-140;1120;3963 - 18635;330 - 2826;3000;70;186 400
24750;УВО;УВО 50-315-125-2;УВО 50-315-125;1000;3457 - 9032;363 - 2874;1500;91;202 300
24751;Ц;Ц 45-280-100-3;Ц 45-280-100;900;2747 - 6803;264 - 1158;3000;82;148 900
24752;ВО;ВО 35-200-063-3;ВО 35-200-063;630;3425 - 22014;231 - 1129;4000;94;91 300
24753;УВО;УВО 40-250-080-1;УВО 40-250-080;800;1827 - 21694;298 - 1917;11000;88;225 600
24754;ВЦ;ВЦ 45-280-100-5;ВЦ 45-280-100;900;2935 - 28077;179 - 3302;5500;100;140 200
24755;ВР;ВР 50-315-125-4;ВР 50-315-125;1000;1865 - 19376;72 - 2057;550;81;290 700
24756;Ц;Ц 45-280-100-4;Ц 45-280-100;900;1660 - 22884;114 - 941;370;80;191 000
24757;ВЦ;ВЦ 30-160-050-4;ВЦ 30-160-050;500;2242 - 24216;472 - 1141;370;73;272 400
24758;ВКОП;ВКОП 40-250-080-2;ВКОП 40-250-080;800;2723 - 12566;644 - 1822;1100;89;141 000
24759;ВЦ;ВЦ 30-160-050-3;ВЦ 30-160-050;500;1652 - 12718;538 - 2184;5500;97;325 100
24760;ВЦ;ВЦ 35-200-063-1;ВЦ 35-200-063;630;628 - 21586;332 - 2546;5500;75;151 000
24761;Ц;Ц 30-160-050-4;Ц 30-160-050;500;3281 - 10646;619 - 2436;250;64;208 500
24762;ВР;ВР 40-250-080-1;ВР 40-250-080;800;1692 - 24641;631 - 3030;7500;89;304 800
24763;Ц;Ц 56-355-140-1;Ц 56-355-140;1120;2556 - 11528;319 - 1713;5500;83;250 800
24764;ВКОП;ВКОП 35-200-063-1;ВКОП 35-200-063;630;3791 - 24389;505 - 2413;1100;65;311 400
24765;ВР;ВР 30-160-040-2;ВР 30-160-040;400;3963 - 16929;298 - 466;1500;75;234 800
24766;ВО;ВО 45-280-100-2;ВО 45-280-100;900;3651 - 9862;178 - 2122;2200;97;299 600
24767;ВО;ВО 50-315-125-1;ВО 50-315-125;1000;1533 - 27772;505 - 1294;370;92;270 800
24768;ВР;ВР 35-200-063-2;ВР 35-200-063;630;730 - 22771;485 - 912;2200;99;85 000
24769;ВЦ;ВЦ 56-355-140-3;ВЦ 56-355-140;1120;2545 - 21555;267 - 2935;11000;99;190 700
24770;ВР;ВР 50-315-125-2;ВР 50-315-125;1000;880 - 16027;647 - 1106;4000;60;230 700
24771;ВР;ВР 56-355-140-3;ВР 56-355-140;1120;3715 - 20316;92 - 369;11000;86;337 900
24772;УВО;УВО 40-250-080-2;УВО 40-250-080;800;3487 - 27533;44 - 2654;550;96;263 800
24773;Ц;Ц 30-160-050-1;Ц 30-160-050;500;3543 - 15358;458 - 3160;750;74;249 900
24774;ВР;ВР 30-160-040-5;ВР 30-160-040;400;2053 - 15926;190 - 3321;4000;70;277 400
24775;ВКОП;ВКОП 50-315-125-2;ВКОП 50-315-125;1000;3257 - 29744;611 - 2912;550;108;260 000
24776;ВО;ВО 30-160-040-1;ВО 30-160-040;400;3198 - 22319;455 - 3592;4000;89;135 300
24777;ВР;ВР 35-200-063-1;ВР 35-200-063;630;2002 - 18652;298 - 2555;4000;106;83 400
24778;ВЦ;ВЦ 56-355-140-5;ВЦ 56-355-140;1120;821 - 1666;325 - 1259;550;93;93 000
24779;ВО;ВО 40-250-080-4;ВО 40-250-080;800;1092 - 5298;506 - 3651;3000;78;133 200
24780;Ц;Ц 40-250-080-5;Ц 40-250-080;800;2675 - 24184;311 - 1136;3000;94;337 700
24781;ВЦ;ВЦ 30-160-050-3;ВЦ 30-160-050;500;767 - 16380;397 - 2499;15000;65;188 000
24782;ВКОП;ВКОП 50-315-125-4;ВКОП 50-315-125;1000;1542 - 29325;98 - 3113;1500;94;49 200
24783;Ц;Ц 45-280-100-3;Ц 45-280-100;900;1078 - 5100;477 - 1746;3000;63;240 900
24784;УВО;УВО 50-315-125-3;УВО 50-315-125;1000;2452 - 28897;608 - 2567;1500;72;186 700
24785;ВКОП;ВКОП 40-250-080-2;ВКОП 40-250-080;800;937 - 19052;343 - 1805;2200;94;313 100
24786;Ц;Ц 45-280-100-2;Ц 45-280-100;900;788 - 5828;577 - 894;7500;90;90 600
24787;ВКОП;ВКОП 45-280-100-2;ВКОП 45-280-100;900;785 - 28469;598 - 1138;5500;77;74 400
24788;ВО;ВО 30-160-050-3;ВО 30-160-050;500;2529 - 25910;531 - 2454;1500;100;174 900
24789;ВО;ВО 40-250-080-4;ВО 40-250-080;800;3389 - 21669;277 - 1789;4000;95;192 800
24790;ВР;ВР 35-200-063-5;ВР 35-200-063;630;332 - 22873;597 - 2326;3000;100;320 200
24791;ВКОП;ВКОП 30-160-050-5;ВКОП 30-160-050;500;2967 - 29768;184 - 3308;750;104;99 800
24792;Ц;Ц 50-315-125-1;Ц 50-315-125;1000;2707 - 16557;551 - 3513;2200;102;192 300
24793;ВЦ;ВЦ 35-200-063-5;ВЦ 35-200-063;630;3234 - 11905;289 - 1797;2200;84;174 000
24794;УВО;УВО 45-280-100-2;УВО 45-280-100;900;3907 - 21124;209 - 1000;3000;60;254 200
24795;Ц;Ц 50-315-125-5;Ц 50-315-125;1000;3910 - 19881;551 - 2468;3000;75;62 300
24796;УВО;УВО 56-355-140-3;УВО 56-355-140;1120;938 - 20411;557 - 1889;250;88;274 500
24797;ВКОП;ВКОП 50-315-125-2;ВКОП 50-315-125;1000;1069 - 15739;592 - 1007;7500;63;180 900
24798;ВЦ;ВЦ 56-355-140-2;ВЦ 56-355-140;1120;1785 - 24158;290 - 919;11000;61;91 000
24799;ВР;ВР 56-355-140-3;ВР 56-355-140;1120;1738 - 4573;173 - 520;1100;106;92 600
24800;Ц;Ц 30-160-050-2;Ц 30-160-050;500;2397 - 24293;464 - 3286;3000;72;99 400
24801;Ц;Ц 45-280-100-3;Ц 45-280-100;900;3189 - 7643;630 - 1728;5500;69;262 700
24802;Ц;Ц 50-315-125-3;Ц 50-315-125;1000;2982 - 6877;160 - 2387;1500;104;309 200
24803;ВКОП;ВКОП 56-355-140-2;ВКОП 56-355-140;1120;225 - 6660;257 - 684;1500;100;132 200
24804;ВКОП;ВКОП 50-315-125-5;ВКОП 50-315-125;1000;253 - 19410;460 - 796;550;79;125 900
24805;ВКОП;ВКОП 30-160-040-5;ВКОП 30-160-040;400;3150 - 30281;344 - 3438;750;80;293 800
24806;ВО;ВО 30-160-040-5;ВО 30-160-040;400;2332 - 4600;459 - 1817;3000;69;298 000
24807;ВО;ВО 45-280-100-1;ВО 45-280-100;900;623 - 14761;386 - 2699;1100;83;264 400
24808;ВО;ВО 30-160-050-3;ВО 30-160-050;500;3615 - 15454;335 - 3429;250;107;233 400
24809;ВО;ВО 40-250-080-1;ВО 40-250-080;800;1837 - 13058;472 - 2596;370;108;213 200
24810;ВР;ВР 50-315-125-1;ВР 50-315-125;1000;3601 - 23806;573 - 2116;7500;70;95 500
24811;ВЦ;ВЦ 50-315-125-4;ВЦ 50-315-125;1000;945 - 22181;619 - 2457;550;69;142 400
24812;ВО;ВО 50-315-125-3;ВО 50-315-125;1000;3259 - 29593;462 - 2480;370;94;202 700
24813;ВР;ВР 40-250-080-1;ВР 40-250-080;800;2893 - 17814;234 - 858;3000;79;172 500
24814;ВКОП;ВКОП 50-315-125-4;ВКОП 50-315-125;1000;1815 - 26105;433 - 2310;7500;76;47 700
24815;ВКОП;ВКОП 30-160-040-5;ВКОП 30-160-040;400;3148 - 27051;347 - 2298;15000;102;268 600
24816;ВЦ;ВЦ 45-280-100-5;ВЦ 45-280-100;900;3568 - 28506;414 - 1246;1500;96;242 000
24817;ВКОП;ВКОП 40-250-080-1;ВКОП 40-250-080;800;797 - 10264;94 - 2396;1100;102;293 800
24818;ВЦ;ВЦ 35-200-063-2;ВЦ 35-200-063;630;3798 - 5246;395 - 2007;550;71;201 100
24819;ВЦ;ВЦ 30-160-040-5;ВЦ 30-160-040;400;442 - 7086;568 - 2780;370;100;197 500
24820;Ц;Ц 56-355-140-2;Ц 56-355-140;1120;2068 - 5951;101 - 1324;11000;80;319 200
24821;ВО;ВО 40-250-080-1;ВО 40-250-080;800;2623 - 16299;76 - 233;11000;89;210 300
24822;ВКОП;ВКОП 40-250-080-5;ВКОП 40-250-080;800;2059 - 13572;188 - 897;370;89;310 500
24823;ВКОП;ВКОП 40-250-080-4;ВКОП 40-250-080;800;2222 - 17267;351 - 2452;370;92;149 800
24824;ВКОП;ВКОП 50-315-125-1;ВКОП 50-315-125;1000;1833 - 8980;481 - 2588;1100;68;267 500
24825;ВО;ВО 30-160-050-4;ВО 30-160-050;500;535 - 18962;640 - 1077;750;80;223 600
24826;УВО;УВО 56-355-140-4;УВО 56-355-140;1120;1690 - 17174;206 - 2162;550;95;303 100
24827;УВО;УВО 30-160-040-5;УВО 30-160-040;400;3433 - 12309;157 - 3171;1100;89;244 200
24828;ВО;ВО 56-355-140-2;ВО 56-355-140;1120;2286 - 3993;201 - 1860;15000;91;75 300
24829;УВО;УВО 35-200-063-4;УВО 35-200-063;630;485 - 19242;476 - 2419;7500;90;90 900
24830;Ц;Ц 40-250-080-3;Ц 40-250-080;800;497 - 18002;166 - 1292;2200;63;178 900
24831;Ц;Ц 50-315-125-5;Ц 50-315-125;1000;2570 - 5922;194 - 2644;7500;74;270 000
24832;ВО;ВО 56-355-140-2;ВО 56-355-140;1120;802 - 18298;70 - 3139;7500;70;279 800
24833;УВО;УВО 56-355-140-5;УВО 56-355-140;1120;218 - 26430;114 - 1034;15000;79;299 600
24834;ВО;ВО 50-315-125-1;ВО 50-315-125;1000;2513 - 17233;541 - 1592;4000;106;266 200
24835;ВЦ;ВЦ 40-250-080-3;ВЦ 40-250-080;800;476 - 21413;481 - 2064;750;88;248 300
24836;ВЦ;ВЦ 30-160-040-2;ВЦ 30-160-040;400;3774 - 24722;217 - 2237;1100;99;89 900
24837;ВР;ВР 30-160-050-5;ВР 30-160-050;500;1170 - 21886;493 - 3304;1500;60;224 700
24838;ВО;ВО 30-160-040-5;ВО 30-160-040;400;3985 - 24968;236 - 1156;2200;108;64 300
24839;ВКОП;ВКОП 35-200-063-4;ВКОП 35-200-063;630;3622 - 31444;541 - 1049;1500;64;88 400
24840;Ц;Ц 45-280-100-5;Ц 45-280-100;900;2314 - 21047;228 - 2277;250;75;128 400
24841;Ц;Ц 56-355-140-2;Ц 56-355-140;1120;1415 - 25574;557 - 3114;370;75;242 400
24842;ВКОП;ВКОП 35-200-063-2;ВКОП 35-200-063;630;2039 - 11311;392 - 1954;3000;101;252 100
24843;ВЦ;ВЦ 56-355-140-2;ВЦ 56-355-140;1120;2533 - 12971;58 - 2303;370;96;113 300
24844;ВЦ;ВЦ 35-200-063-5;ВЦ 35-200-063;630;3420 - 12900;573 - 1266;3000;88;238 400
24845;УВО;УВО 35-200-063-4;УВО 35-200-063;630;2672 - 9266;214 - 2165;7500;63;88 500
24846;УВО;УВО 30-160-050-3;УВО 30-160-050;500;2875 - 15675;514 - 2018;5500;80;298 800
24847;УВО;УВО 50-315-125-4;УВО 50-315-125;1000;1041 - 9603;525 - 1066;11000;64;150 300
24848;ВР;ВР 30-160-040-4;ВР 30-160-040;400;325 - 18921;506 - 1009;2200;80;72 700
24849;УВО;УВО 56-355-140-1;УВО 56-355-140;1120;2115 - 4237;248 - 3085;3000;85;80 800
24850;ВО;ВО 35-200-063-2;ВО 35-200-063;630;1379 - 6881;604 - 1075;2200;97;189 200
24851;ВР;ВР 30-160-050-5;ВР 30-160-050;500;1260 - 12070;391 - 1659;550;100;288 500
24852;ВО;ВО 35-200-063-3;ВО 35-200-063;630;2819 - 17668;394 - 3555;750;110;335 700
24853;ВЦ;ВЦ 50-315-125-5;ВЦ 50-315-125;1000;3020 - 27873;176 - 2932;250;65;193 000
24854;УВО;УВО 30-160-050-5;УВО 30-160-050;500;887 - 7903;534 - 3084;15000;71;237 500
24855;Ц;Ц 45-280-100-5;Ц 45-280-100;900;1761 - 19749;460 - 3241;1500;60;243 900
24856;ВЦ;ВЦ 30-160-040-1;ВЦ 30-160-040;400;3703 - 7009;451 - 1915;1500;93;254 000
24857;ВР;ВР 30-160-040-1;ВР 30-160-040;400;1618 - 3072;283 - 1659;1500;83;334 600
24858;ВКОП;ВКОП 56-355-140-5;ВКОП 56-355-140;1120;2975 - 5305;92 - 1845;2200;101;60 500
24859;ВР;ВР 40-250-080-4;ВР 40-250-080;800;2166 - 24241;230 - 2899;370;72;273 700
24860;ВКОП;ВКОП 30-160-040-5;ВКОП 30-160-040;400;3454 - 12912;258 - 2519;250;61;267 800
24861;ВО;ВО 50-315-125-5;ВО 50-315-125;1000;2668 - 10834;545 - 2764;550;109;172 800
24862;ВЦ;ВЦ 45-280-100-1;ВЦ 45-280-100;900;254 - 20523;551 - 3314;4000;88;133 500
24863;ВКОП;ВКОП 45-280-100-1;ВКОП 45-280-100;900;3521 - 16584;242 - 3035;250;104;102 700
24864;ВЦ;ВЦ 35-200-063-1;ВЦ 35-200-063;630;1916 - 20227;82 - 259;1100;90;141 500
24865;ВКОП;ВКОП 35-200-063-2;ВКОП 35-200-063;630;1553 - 17511;72 - 205;5500;73;218 100
24866;УВО;УВО 40-250-080-1;УВО 40-250-080;800;2185 - 4606;230 - 320;250;102;229 200
24867;ВР;ВР 50-315-125-3;ВР 50-315-125;1000;258 - 22143;151 - 3271;4000;88;322 300
24868;УВО;УВО 30-160-040-1;УВО 30-160-040;400;2872 - 14016;231 - 2695;5500;109;183 100
24869;ВО;ВО 30-160-050-2;ВО 30-160-050;500;1655 - 13498;311 - 1188;7500;72;180 000
24870;УВО;УВО 30-160-050-2;УВО 30-160-050;500;913 - 22546;125 - 883;7500;79;149 300
24871;ВКОП;ВКОП 30-160-050-3;ВКОП 30-160-050;500;2310 - 24358;247 - 1305;11000;61;159 300
24872;ВЦ;ВЦ 50-315-125-1;ВЦ 50-315-125;1000;1178 - 6104;183 - 2245;2200;106;52 600
24873;ВР;ВР 56-355-140-4;ВР 56-355-140;1120;2882 - 12021;345 - 2428;7500;74;51 200
24874;УВО;УВО 50-315-125-5;УВО 50-315-125;1000;617 - 5082;71 - 3160;3000;100;336 600
24875;ВКОП;ВКОП 56-355-140-5;ВКОП 56-355-140;1120;2198 - 16434;429 - 2447;4000;79;223 000
24876;ВО;ВО 30-160-050-3;ВО 30-160-050;500;2812 - 24632;235 - 3271;750;82;286 100
24877;УВО;УВО 35-200-063-2;УВО 35-200-063;630;2066 - 3856;111 - 2941;370;92;69 000
24878;ВО;ВО 30-160-050-4;ВО 30-160-050;500;3753 - 6989;249 - 1903;750;90;216 000
24879;ВКОП;ВКОП 40-250-080-1;ВКОП 40-250-080;800;1481 - 3952;265 - 1311;11000;83;96 100
24880;ВКОП;ВКОП 40-250-080-2;ВКОП 40-250-080;800;3475 - 27800;530 - 2858;15000;78;230 500
24881;Ц;Ц 40-250-080-2;Ц 40-250-080;800;1889 - 29008;212 - 1700;750;60;173 400
24882;ВР;ВР 50-315-125-2;ВР 50-315-125;1000;3505 - 18192;43 - 784;3000;75;142 800
24883;ВО;ВО 40-250-080-5;ВО 40-250-080;800;2693 - 7472;501 - 1103;7500;93;288 200
24884;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;2675 - 13084;54 - 170;5500;105;301 400
24885;ВР;ВР 30-160-040-1;ВР 30-160-040;400;215 - 26238;230 - 2608;750;98;183 600
24886;ВКОП;ВКОП 45-280-100-5;ВКОП 45-280-100;900;1891 - 13924;468 - 2434;4000;96;232 800
24887;Ц;Ц 40-250-080-3;Ц 40-250-080;800;3876 - 28634;403 - 2936;7500;93;92 900
24888;ВЦ;ВЦ 30-160-040-2;ВЦ 30-160-040;400;3789 - 5524;267 - 976;5500;69;339 000
24889;ВР;ВР 35-200-063-2;ВР 35-200-063;630;3149 - 9110;149 - 1067;4000;78;151 800
24890;ВО;ВО 30-160-050-1;ВО 30-160-050;500;3356 - 11814;275 - 3459;250;63;71 300
24891;ВР;ВР 50-315-125-2;ВР 50-315-125;1000;2744 - 14085;424 - 479;750;61;112 600
24892;УВО;УВО 30-160-050-1;УВО 30-160-050;500;2581 - 14161;555 - 2613;7500;71;58 800
24893;ВО;ВО 30-160-040-4;ВО 30-160-040;400;1656 - 7175;91 - 222;11000;71;215 700
24894;ВР;ВР 40-250-080-5;ВР 40-250-080;800;1067 - 4313;563 - 2383;250;87;129 900
24895;ВО;ВО 56-355-140-1;ВО 56-355-140;1120;1288 - 9710;579 - 2594;1100;79;166 100
24896;ВЦ;ВЦ 56-355-140-2;ВЦ 56-355-140;1120;228 - 12215;273 - 1765;5500;86;114 200
24897;ВЦ;ВЦ 40-250-080-2;ВЦ 40-250-080;800;258 - 1904;640 - 2697;2200;108;165 200
24898;Ц;Ц 30-160-050-3;Ц 30-160-050;500;761 - 16265;290 - 2827;3000;84;299 600
24899;ВР;ВР 45-280-100-5;ВР 45-280-100;900;563 - 8649;632 - 1069;1100;69;49 100
24900;ВО;ВО 40-250-080-3;ВО 40-250-080;800;3376 - 16752;357 - 663;15000;79;175 100
24901;ВКОП;ВКОП 56-355-140-3;ВКОП 56-355-140;1120;318 - 4148;280 - 2743;4000;95;292 200
24902;Ц;Ц 45-280-100-3;Ц 45-280-100;900;862 - 21425;416 - 1452;11000;109;150 900
24903;Ц;Ц 40-250-080-1;Ц 40-250-080;800;2307 - 22014;301 - 3434;550;94;192 800
24904;ВКОП;ВКОП 56-355-140-5;ВКОП 56-355-140;1120;3058 - 24128;585 - 3761;15000;92;237 300
24905;ВЦ;ВЦ 50-315-125-2;ВЦ 50-315-125;1000;2255 - 3020;227 - 2975;4000;109;220 900
24906;ВО;ВО 30-160-040-2;ВО 30-160-040;400;3310 - 5483;90 - 1314;7500;65;256 800
24907;ВР;ВР 45-280-100-3;ВР 45-280-100;900;3104 - 6649;416 - 1907;5500;85;182 100
24908;УВО;УВО 40-250-080-1;УВО 40-250-080;800;971 - 28854;178 - 723;4000;89;52 800
24909;ВО;ВО 45-280-100-3;ВО 45-280-100;900;3180 - 5019;601 - 2906;4000;93;191 500
24910;ВО;ВО 56-355-140-2;ВО 56-355-140;1120;2933 - 15319;311 - 396;550;106;81 200
24911;ВЦ;ВЦ 45-280-100-5;ВЦ 45-280-100;900;3043 - 5024;475 - 2785;370;74;224 500
24912;Ц;Ц 40-250-080-2;Ц 40-250-080;800;3004 - 26830;433 - 1082;550;77;195 500
24913;ВЦ;ВЦ 56-355-140-2;ВЦ 56-355-140;1120;1956 - 13386;412 - 2147;370;83;302 400
24914;Ц;Ц 40-250-080-2;Ц 40-250-080;800;3559 - 30637;274 - 1708;7500;82;89 000
24915;ВЦ;ВЦ 30-160-050-4;ВЦ 30-160-050;500;1349 - 24414;602 - 1866;3000;98;142 300
24916;ВЦ;ВЦ 30-160-040-3;ВЦ 30-160-040;400;2571 - 22691;311 - 1500;2200;66;280 800
24917;ВО;ВО 35-200-063-2;ВО 35-200-063;630;1844 - 4180;469 - 3412;4000;78;197 300
24918;ВЦ;ВЦ 50-315-125-1;ВЦ 50-315-125;1000;1929 - 26134;541 - 1849;250;98;78 200
24919;Ц;Ц 30-160-050-4;Ц 30-160-050;500;322 - 5851;559 - 2473;7500;63;57 200
24920;Ц;Ц 40-250-080-1;Ц 40-250-080;800;640 - 1987;479 - 1742;4000;63;120 900
24921;ВО;ВО 30-160-050-3;ВО 30-160-050;500;2957 - 28170;560 - 2235;5500;99;312 300
24922;ВКОП;ВКОП 30-160-040-5;ВКОП 30-160-040;400;2393 - 6127;331 - 2531;1100;94;207 900
24923;ВЦ;ВЦ 50-315-125-3;ВЦ 50-315-125;1000;1273 - 4188;109 - 897;1100;105;136 400
24924;ВО;ВО 45-280-100-4;ВО 45-280-100;900;442 - 14851;124 - 1196;15000;95;140 000
24925;Ц;Ц 30-160-040-4;Ц 30-160-040;400;3115 - 8808;360 - 1000;11000;64;337 700
24926;ВЦ;ВЦ 40-250-080-4;ВЦ 40-250-080;800;2318 - 7521;256 - 3007;5500;86;298 200
24927;ВР;ВР 40-250-080-4;ВР 40-250-080;800;1887 - 25591;419 - 2864;1100;103;336 800
24928;ВЦ;ВЦ 30-160-050-4;ВЦ 30-160-050;500;2481 - 18458;582 - 2063;1500;97;278 100
24929;ВКОП;ВКОП 56-355-140-1;ВКОП 56-355-140;1120;3354 - 20949;532 - 3429;550;78;316 900
24930;ВКОП;ВКОП 45-280-100-4;ВКОП 45-280-100;900;274 - 14977;243 - 1184;3000;100;326 600
24931;ВЦ;ВЦ 35-200-063-4;ВЦ 35-200-063;630;825 - 24542;461 - 3654;15000;88;155 900
24932;ВО;ВО 56-355-140-4;ВО 56-355-140;1120;3258 - 20761;152 - 1161;2200;64;221 500
24933;Ц;Ц 50-315-125-5;Ц 50-315-125;1000;1110 - 14682;355 - 599;3000;104;250 400
24934;ВО;ВО 30-160-040-2;ВО 30-160-040;400;2954 - 21102;198 - 3167;250;90;206 100
24935;Ц;Ц 45-280-100-3;Ц 45-280-100;900;3108 - 23831;458 - 1251;11000;77;91 700
24936;Ц;Ц 30-160-050-2;Ц 30-160-050;500;1345 - 13102;151 - 3172;550;75;83 200
24937;ВР;ВР 50-315-125-1;ВР 50-315-125;1000;1304 - 7354;123 - 1612;4000;69;224 600
24938;ВР;ВР 56-355-140-3;ВР 56-355-140;1120;3214 - 29235;160 - 1238;750;79;159 100
24939;УВО;УВО 30-160-050-3;УВО 30-160-050;500;449 - 2803;579 - 3606;2200;103;111 500
24940;ВКОП;ВКОП 35-200-063-1;ВКОП 35-200-063;630;445 - 7278;297 - 3186;15000;64;233 600
24941;УВО;УВО 35-200-063-5;УВО 35-200-063;630;3398 - 29730;180 - 3171;4000;72;193 200
24942;УВО;УВО 35-200-063-2;УВО 35-200-063;630;2318 - 10908;401 - 1005;3000;63;264 800
24943;ВКОП;ВКОП 40-250-080-4;ВКОП 40-250-080;800;2850 - 27184;116 - 1292;5500;90;252 600
24944;ВР;ВР 30-160-050-2;ВР 30-160-050;500;1820 - 22413;149 - 2217;7500;62;167 900
24945;ВО;ВО 35-200-063-2;ВО 35-200-063;630;946 - 8874;329 - 663;3000;101;284 600
